SUBZONE_N,ServiceNo
SPRINGLEAF,39
SPRINGLEAF,85
SPRINGLEAF,851
SPRINGLEAF,852
SPRINGLEAF,853
SPRINGLEAF,853C
SPRINGLEAF,854
SPRINGLEAF,855
SPRINGLEAF,857
SPRINGLEAF,858
SPRINGLEAF,965
SPRINGLEAF,969
SPRINGLEAF,NR1
PUNGGOL TOWN CENTRE,117
PUNGGOL TOWN CENTRE,118
PUNGGOL TOWN CENTRE,43
PUNGGOL TOWN CENTRE,43M
PUNGGOL TOWN CENTRE,136
PUNGGOL TOWN CENTRE,3
PUNGGOL TOWN CENTRE,34
PUNGGOL TOWN CENTRE,386
PUNGGOL TOWN CENTRE,569
PUNGGOL TOWN CENTRE,83
PUNGGOL TOWN CENTRE,84
PUNGGOL TOWN CENTRE,85
PUNGGOL TOWN CENTRE,382G
PUNGGOL TOWN CENTRE,50
PUNGGOL TOWN CENTRE,382W
NEE SOON,138
NEE SOON,167
NEE SOON,169
NEE SOON,980
NEE SOON,171
CENTRAL WATER CATCHMENT,128
CENTRAL WATER CATCHMENT,130
CENTRAL WATER CATCHMENT,132
CENTRAL WATER CATCHMENT,156
CENTRAL WATER CATCHMENT,157
CENTRAL WATER CATCHMENT,162
CENTRAL WATER CATCHMENT,162M
CENTRAL WATER CATCHMENT,165
CENTRAL WATER CATCHMENT,166
CENTRAL WATER CATCHMENT,167
CENTRAL WATER CATCHMENT,52
CENTRAL WATER CATCHMENT,74
CENTRAL WATER CATCHMENT,74e
CENTRAL WATER CATCHMENT,852
CENTRAL WATER CATCHMENT,855
CENTRAL WATER CATCHMENT,93
CENTRAL WATER CATCHMENT,980
CENTRAL WATER CATCHMENT,138
CENTRAL WATER CATCHMENT,169
CENTRAL WATER CATCHMENT,171
CENTRAL WATER CATCHMENT,926
CENTRAL WATER CATCHMENT,927
SELETAR,102
SELETAR,103
SELETAR,117
SELETAR,168
SELETAR,39
SELETAR,858
SELETAR,86
SELETAR,85
PANG SUA,925
SELETAR AEROSPACE PARK,103
SELETAR AEROSPACE PARK,117
KHATIB,117
KHATIB,1N
KHATIB,39
KHATIB,85
KHATIB,851
KHATIB,852
KHATIB,853
KHATIB,853C
KHATIB,854
KHATIB,855
KHATIB,857
KHATIB,858
KHATIB,965
KHATIB,969
KHATIB,NR1
KHATIB,812
KHATIB,167
KHATIB,169
KHATIB,171
KHATIB,980
KHATIB,811
KHATIB,860
MANDAI WEST,138
MANDAI WEST,171
MANDAI WEST,926
MANDAI WEST,927
NORTH COAST,160
NORTH COAST,170
NORTH COAST,170X
NORTH COAST,950
NORTH COAST,170A
NORTH COAST,178
NORTH COAST,856
NORTH COAST,903
NORTH COAST,911
NORTH COAST,912
NORTH COAST,913
NORTH COAST,NR2
SEMBAWANG STRAITS,169
SEMBAWANG STRAITS,882
THE WHARVES,169
THE WHARVES,856
THE WHARVES,981
SENOKO NORTH,169
SENOKO NORTH,856
SENOKO NORTH,981
